regulated.gene,regulator.gene,regulator.effect
74,218,2.887614619627109
74,481,2.558831262095934
74,73,1.71532047174765
74,372,1.2463476602577495
74,132,1.9702789280304915
75,218,3.5644462887564208
76,15,1.4340691168158402
77,132,1.631639628233232
78,73,4.89427529669509
79,132,2.196944413264009
80,372,2.9346789130966764
81,481,3.841459157338213
82,218,2.640084277522002
83,132,3.7858291553315677
84,73,3.9943498175223766
85,73,4.73477691667815
86,15,4.551800939975781
87,73,1.2302690576940416
88,15,1.092053872387407
88,132,1.659237033396606
89,15,2.5032027817256934
90,372,1.7667914443160055
91,132,4.877795155471561
92,132,1.800815259801169
93,132,3.2649668192402608
94,73,1.993754116968883
94,218,4.089285706833057
95,218,1.9528074710238716
96,372,2.493853505459196
97,372,4.747634846805284
98,15,3.7228539986762117
99,15,2.6997384766634505
100,73,2.4465989814232403
101,132,3.77330755704346
102,73,1.8701477060862595
103,15,4.129319471517134
103,372,3.9862641582729568
103,73,2.8428326062526654
104,218,1.728993564533579
105,481,4.443754617372544
106,372,1.223663852289911
106,15,2.8256003534190985
106,73,4.674201127519587
106,481,2.9796082160347446
107,372,3.6472188783277257
108,481,1.973558073257467
109,73,4.161620949840105
110,73,4.112721954701205
111,372,1.8674217742033514
112,132,2.6706886945423114
112,15,3.5776792825087886
112,481,2.7748980011462137
113,132,3.4951497606704534
114,73,4.742521651078638
115,73,3.7259153131184792
116,481,2.1068970078592253
117,372,3.8000236350569248
117,132,2.072217423593152
117,15,4.2727414376673
117,481,3.557153657867885
118,73,3.269895007610492
119,132,3.4642232630160796
120,372,1.6661097809591854
120,73,2.6221889130421223
120,481,2.102728807418283
120,218,1.0904558254274317
120,15,4.151298057297629
121,132,1.852117193513863
122,218,4.788982544675749
123,132,1.6473268535449233
123,73,2.5624776896499952
123,218,1.853038670658885
123,15,3.7923796191304593
123,372,1.5140568530432588
123,481,2.689892967619457
124,372,4.674171185896385
124,15,1.9412569631175787
125,481,1.1297927023535033
126,218,1.4773860747342287
127,218,4.272589053104884
128,372,1.6341520496747242
129,15,1.3908252106597772
130,73,4.9668948266651745
131,15,2.9939681411925925
133,73,2.374946444862612
134,481,3.664829542168759
135,73,1.6761926062167047
136,481,2.2565482442341462
137,73,3.8583621347987958
138,73,3.359239208448499
139,372,2.3608378135325037
140,218,2.7611402670214544
140,73,1.029851817016537
140,15,2.6114466344358704
140,132,3.202360064788934
141,218,4.56510551601368
142,15,1.4794229586261656
143,372,2.6020266679778494
144,15,1.0473389406392404
145,132,2.625807845480784
146,15,2.9459188603391646
146,218,3.9136564993719603
146,73,2.557093957953658
146,481,4.927281978372416
147,73,2.533001893685178
148,15,4.366639390044208
148,218,3.3344599510960977
149,218,2.1709062748226273
150,132,3.9456362370097766
150,481,4.041831052352154
151,218,3.0725647336915696
151,132,2.568536923012137
152,481,3.32186536369968
153,73,1.7029190944395092
154,73,3.622750044740414
155,218,4.037456988295126
156,372,3.156913420168526
157,372,2.1717626757897373
158,481,3.5741955478986345
159,481,2.3901934305094543
160,481,4.363630608079786
160,132,1.3486485991809487
160,73,3.36351330347037
160,372,1.7568437187671053
160,218,1.8896266683689347
160,15,3.4193070365207774
161,73,1.5869516515841868
162,132,4.030698823569129
163,218,3.8054017945149186
164,73,2.4829860257874357
165,372,4.602838242414042
166,481,1.1613511512801389
167,481,1.6023345241734595
168,73,4.052396269607628
169,15,1.618878314489175
170,372,4.657930839406763
171,15,3.98279286061146
172,372,2.533485034757631
173,372,3.767399500956463
174,73,3.149461084978946
175,372,2.884992139793578
176,15,2.3604781127458576
177,132,1.4034725179989498
178,481,4.691654543446099
179,15,1.612061128707678
180,218,3.632618344226275
181,15,1.7348390642100957
182,73,1.738915970170995
183,132,4.072612296432741
184,132,2.9859307129720367
185,218,3.256232462422359
186,372,3.606175001136103
187,218,1.8015880054428948
187,15,1.3068106877307473
188,218,1.190046120270441
189,132,2.1802471054724917
190,481,4.9112081844113105
191,132,3.381205055202006
192,218,1.3826262529040756
193,73,4.740684165538994
193,372,4.085585602781692
193,15,4.98350006527046
193,481,2.2635137306503674
194,372,1.5077504041269152
195,372,2.5996361687798277
196,73,2.4471601765796667
197,132,4.347947942902057
198,132,3.96025429282587
199,481,2.636446466199676
200,218,2.9196677848031687
200,372,2.4970311509669196
201,218,2.067801979040346
202,132,4.331597113796012
203,73,1.2536028531072594
203,15,3.2367052170005426
204,218,2.603394198671002
205,372,4.1915016232575955
206,218,3.8186851389000855
207,218,4.885866771347739
208,132,3.7829660997246943
209,73,2.702811742670673
210,481,1.578021344877341
211,481,4.857440637767699
211,372,3.9609821461410135
212,15,2.2699192902423837
212,218,1.2898905014526343
212,372,3.4936009348011963
213,372,1.2066548373809056
214,218,2.1128575059328085
215,15,3.363991590864826
215,73,4.410861694840075
215,218,3.50981915439493
216,15,2.0384855218913787
217,132,4.8398707548551725
219,15,3.6757489274796633
219,132,2.9721822800929623
219,73,3.6718249420296374
220,481,4.424845941116063
221,218,2.603778580890242
222,372,3.040975527077874
223,73,3.726888400779634
224,481,4.263410666956942
225,73,3.957868754691323
225,15,4.836945538798211
226,15,3.0648448182064625
226,481,4.0045622375710135
227,73,4.4438851914338775
228,218,1.0602420508129873
229,372,2.6182750758482443
230,481,4.35910724223244
231,218,2.0396514298172317
232,218,4.976673229960545
232,15,4.196617277465728
233,132,4.6786700628157325
233,218,2.777692365186929
234,481,3.4483236089662483
235,73,4.029169590617255
236,132,2.2123249580247477
237,15,4.724865893906686
238,73,4.9592019955404085
238,218,1.8058077837222783
238,15,1.4589043992806459
239,15,2.7796113334186763
240,218,1.6274052622281845
241,481,2.57258567286046
242,218,4.503023466027669
243,132,3.12309020433948
244,73,2.1973315817522208
245,132,1.1075673467307428
245,218,2.0594778992560876
245,481,1.41422994429055
245,15,1.741141726918182
246,73,4.84180819814674
247,132,4.631832025678493
248,15,1.0202993515454917
249,372,1.9831852824420935
250,73,4.91371433598533
251,372,4.397336368053498
251,481,4.43778590843106
252,73,3.852983111738266
253,218,1.422915450139934
254,372,1.3173908649788646
255,73,1.6122843325652907
256,481,4.641197694225161
257,15,1.9052332633754863
258,15,2.2373069867502378
259,15,4.950802103879051
259,132,4.448398566664813
260,73,2.9868680874990394
261,481,4.0216442240021655
262,218,3.0993257445711198
263,73,4.199856067369643
264,218,2.490166989990419
265,15,1.7362566146483682
266,73,4.326458749435747
267,481,1.3767941449221932
267,73,1.281997269504974
268,15,1.661516559673922
269,73,2.685275254454301
270,372,1.254315652847077
271,132,2.1614675347201437
271,372,1.6432895413028903
271,218,4.388170732354151
271,73,1.3250924002445852
272,15,4.474533486411064
273,15,1.7732593126592475
274,372,1.4642481874988027
275,132,2.691748897816888
275,372,3.224399865755358
275,218,1.0369556883891535
276,481,2.945990628980458
277,372,2.9470538237197457
278,132,1.1498358076949582
279,132,4.544751631028489
279,372,1.7678128678750777
280,481,4.386329531598433
281,15,2.3931925844549804
282,73,1.77996593424922
283,132,4.676855026901972
284,15,4.414960949475025
285,481,1.397988754777608
286,132,3.1112302659661264
287,218,4.747137309997528
288,481,2.5907748398168646
289,481,4.611493393884143
290,218,4.709330916888038
291,481,2.684011020101722
292,15,1.8793962858024877
293,372,4.834542779588694
293,132,4.398361546302599
293,73,4.5961523967259135
294,218,4.970579598190751
295,372,2.8606695179082653
295,132,1.9917848127390532
296,132,3.294097558230275
297,132,4.938251557658877
298,132,2.6886593203438682
299,218,2.0649313641357647
300,73,4.126321985719498
301,481,2.5719973640219727
302,73,4.880612742845011
303,372,1.2871098862789647
304,15,1.38844277221304
304,372,4.417822663043994
304,481,1.9146126098777274
305,372,1.1578650790072573
306,132,4.219776768978715
306,218,4.814267683796774
307,132,2.6998529625129732
308,372,3.1288130852502594
309,73,3.466105327724697
310,132,3.005302285757387
311,73,4.450602650117539
312,218,2.012019951257175
313,73,3.5293361377101986
314,218,2.153289349410452
315,132,3.715024240935537
316,132,2.4353063177198093
317,15,1.5639252295622215
318,73,4.967247644414744
319,132,2.749261346325887
320,481,4.751284433552208
321,132,4.96761554668562
322,481,1.428120131036243
323,132,3.32671059840397
324,15,2.433458077786485
325,132,4.378862741121397
326,372,3.3473217130792916
326,73,2.5546286705083134
327,73,3.363966364251728
328,218,3.0164512902834018
329,73,3.348622593992829
330,218,2.124854761450225
331,481,1.6261579461370068
332,132,1.644402358800248
333,15,1.8135641701689735
334,132,2.9428730258144142
335,218,4.588919857648531
336,73,1.9265290478465649
337,73,4.600866553843284
337,218,2.6548333876779577
338,481,3.640285868086047
339,73,4.2059866463567674
340,372,4.606450323423887
341,481,3.614051933899634
342,481,2.2998117172123376
342,73,1.0690987154598277
342,15,3.6783703413130198
343,372,3.3807639857082004
344,481,1.0360639215776752
345,132,3.64023446710464
346,15,3.5919426402298438
347,481,4.459777563140173
348,218,1.2238738935881748
349,372,2.579376550117458
350,73,4.540825390280094
351,132,3.1433835784370636
351,218,1.5810205271548323
352,372,2.5044563741633823
353,372,1.9787050486480742
354,372,3.742804337048394
354,73,2.872230843017503
355,15,2.600671569009512
355,132,4.3479583562894515
355,73,3.333147425341142
356,132,1.4966714746418999
357,73,2.473623947031081
358,372,4.190661836517111
359,218,4.6027317368051035
360,132,3.7902198036134465
361,73,3.5731878124616925
362,218,4.049582197950517
363,73,4.4933519182503625
364,218,1.1681362999108567
365,73,3.0281747800953296
365,15,1.4711858746057458
366,481,3.9513895136504162
367,481,3.214296506417127
367,132,3.4333049745865454
368,15,2.2031337016031642
369,132,3.169986011992708
369,218,3.3969651821625737
370,372,3.5570212312458134
371,372,2.574147781428332
373,372,3.020594758161436
374,481,3.305544340483391
375,481,4.801107822756359
376,481,2.2747204305352433
377,73,3.385062426191854
378,73,1.4268821714314521
379,73,1.484035691899396
379,481,2.072960043525001
380,218,4.446003166738004
381,15,3.164359366555326
382,15,2.401584588280359
383,132,1.3562242546835015
384,73,4.193575722674468
385,15,1.9226847878014
386,73,3.143960188267207
387,15,3.9313500585097234
388,132,2.213473826195914
388,15,3.302993041065201
389,372,3.7909313945458187
390,481,3.7959478098175934
391,481,3.727417063160079
391,132,3.4640478576788922
392,132,1.2607507076222095
393,15,3.2616939617254648
394,15,2.6151428637336878
395,15,1.862251932403085
396,132,4.636753336821359
397,481,4.716226919599864
398,372,3.954373106232116
399,15,3.011280517873254
400,218,2.683657833975629
401,218,4.332865762401391
402,15,4.10070968363394
403,218,1.3806499336019793
404,481,4.264400402528485
405,132,3.8034280239416116
406,218,1.2514422414239659
407,372,3.354393892946952
408,73,4.951773491618155
409,481,1.6692791023670202
410,132,1.6878807922201218
411,218,4.001070015777965
412,73,1.6422516503708207
413,372,2.124123469217162
414,372,1.5793264344589613
415,218,2.170689384367493
416,15,4.518938052328958
417,218,4.842732534443838
418,73,3.9186676821494917
419,132,1.4535997338642406
420,132,1.3565311682052374
420,15,1.3774892776315064
420,481,4.716873773002019
420,372,2.714253826205518
421,132,1.8216391262641098
421,15,2.39549714369874
422,73,3.7153352140076574
423,132,1.4651972490256129
424,15,4.464263581718921
425,218,2.492627554284759
426,132,4.588712609266266
427,218,1.103222344671344
427,481,2.7014041473606585
427,372,4.55259971622273
428,218,1.562598261481908
429,73,2.8503679107987634
430,15,3.1105581864455987
431,218,2.488643709467633
432,481,1.2814611060716827
433,15,2.2595751998858953
434,73,1.0475832577944784
435,15,4.689388860063701
436,481,3.2233781805941035
437,481,2.353947191569702
438,132,1.334466277505598
439,481,1.3435586059886517
439,73,1.900617762995475
439,372,1.0348609987893673
440,15,4.379062719066716
441,372,4.025657477336796
442,132,3.500171442999675
443,15,3.4647476155405093
444,15,3.7464877945782042
445,481,4.073470630115933
446,218,3.8455951574716156
447,481,3.56432760969913
447,218,4.583845489811457
448,73,4.946362951736956
449,481,3.270087413392515
450,372,4.742390602535246
451,15,4.858417896820796
452,132,1.7127881555049351
453,372,4.2911866061491555
454,15,2.8739477294950384
455,218,1.8910839628306941
456,15,4.862921574244579
457,15,4.493060233081693
458,218,1.0105161240931173
459,218,2.4267085706359888
460,218,2.7682437821014325
461,132,4.015533359147286
462,15,1.0221322160177964
462,372,2.2322030323451973
463,481,2.5432617183988313
464,481,4.1294730273573705
465,481,3.7923651133633483
466,73,2.5737232707251962
467,73,4.826074216994081
468,372,1.2246376419808664
469,218,2.8804085630225247
470,218,1.7030957086852578
471,15,3.632546778981026
472,372,4.264998522811266
473,481,4.63453136498804
473,73,1.9494126787778525
474,481,1.703787207333265
475,372,3.3100216293555693
476,15,2.495474331866154
477,132,2.520526004571519
478,73,1.898920423754327
479,218,2.4622232120088734
479,15,2.2217615479398996
479,372,2.2037485514135353
479,132,1.6165783211482179
480,218,1.3276541286332797
482,218,4.388396392689338
483,218,4.0032614718312995
484,132,1.6963709977990988
485,73,2.844506083436901
486,73,2.6681055497868655
487,372,1.2519283863892505
488,15,1.521278204855164
489,481,2.1150513229357726
490,73,1.7652429567421035
491,372,4.158151425728949
492,218,4.226231594174605
493,372,3.2234796759170283
494,15,1.5085841233320667
495,15,3.085320184649066
496,73,4.171611601238714
496,132,1.423628575171696
497,73,3.596132738194439
498,15,3.8492062315912126
498,132,3.544313840736554
499,15,4.683028109389922
500,218,1.1206340588693549
