regulated.gene,regulator.gene,regulator.effect
70,102,1.691468575515577
70,212,4.154288357503684
71,102,4.522688329776849
72,102,3.9249771437221934
72,18,2.8299925016908962
73,75,3.8640212328720365
74,18,3.8574922880915317
76,102,1.7447840228864788
77,102,2.883025552389193
77,212,3.5425607157169683
78,18,4.253945973480828
79,286,1.4662177360298763
80,212,4.824029820366938
80,286,2.7928769257344412
80,18,4.812248036870909
81,286,1.9905143995506918
82,163,1.9953764353140315
82,18,1.6116373235716963
82,75,1.0783271949374433
83,102,4.6505359727385605
84,102,4.11728650056123
85,163,3.0525215964941212
86,75,3.4070332724675403
87,18,3.2229616761911117
88,212,2.3098538257399794
89,212,3.491051053179322
90,286,1.464125266064517
91,163,4.4637359099154255
92,102,3.931445108492718
93,163,4.925062039566688
94,18,4.404071813386286
95,75,3.2171732997615603
96,102,2.542118905017318
97,102,2.8535476875086014
97,286,2.0722735678898907
98,18,1.362394968329422
99,286,1.7784740664525178
99,75,4.215800783395458
100,18,4.688833107717108
101,75,3.9914777417532594
101,163,3.1171160407522294
101,102,2.507251551894014
103,102,2.933764895680365
104,18,2.1010887006790164
105,18,1.3680074026625977
106,212,4.0195017397133075
107,212,1.3730111241158194
108,212,3.3529578790051326
108,18,1.723035799955844
109,18,2.3549663435473924
110,163,3.286571630641979
111,75,1.2680797828172405
112,212,4.934741196037529
113,18,3.068626020898882
114,163,4.9472252967045645
115,75,1.992260582410221
116,102,4.584112521322601
116,286,3.4854747404956905
116,18,4.926837302872734
116,212,4.877026365803577
116,75,1.2944107313742517
116,163,1.6857548169081795
117,212,4.088442825604723
118,75,4.87078815804112
119,286,4.643792240151492
120,102,2.5565955024268856
120,18,3.4227594956261864
120,212,3.921454726366483
121,212,1.537313337893233
121,75,2.184216480984963
121,102,2.0466791015731403
121,18,1.3637763701791388
122,212,3.350259819696351
123,102,2.056635125381903
124,163,2.379017553282101
124,18,2.410270530719619
124,75,3.3379904435518135
124,286,3.459078116236763
125,75,3.380280194522598
125,286,4.536419751780573
126,18,3.087792098924923
126,163,3.028648972454496
127,18,4.72934175159822
128,286,1.8774033035641386
128,75,4.233071009656977
129,286,4.623716671385767
130,286,2.555782894073177
131,75,4.592240035948392
132,75,2.7108737549789046
133,18,1.4105720840359446
134,286,2.5182834472896434
135,18,4.986600488063045
135,75,4.864243853653787
135,286,3.2601021455657815
136,163,4.626577176059585
137,102,3.536221749506015
137,212,2.600503137010816
137,75,2.33521371766971
137,18,1.871728780027626
138,102,1.771178115653846
138,18,2.0626743918079953
138,212,2.41788336154226
139,75,2.186088822836958
139,163,2.3154484433388545
140,102,4.887528669175152
141,102,1.854231590909577
142,286,2.023460927469154
142,212,2.8156578420370577
143,212,1.4864393110858864
143,75,1.0934271506744133
143,18,3.898913617659196
144,163,1.888981139024948
145,163,4.920626384252754
146,18,1.9403367227407795
146,163,2.3948441188034826
147,75,2.510370718445008
148,18,2.6598385964286875
149,75,2.0469144793416794
150,212,3.470928646859841
151,18,3.7778580114989175
152,286,2.9027392622473154
152,18,4.589736184970636
152,75,1.4974833991943266
153,163,2.7637099480342524
154,212,1.0998800168887588
155,102,1.8587164839953068
156,102,3.3915806209711334
157,212,2.734069402876411
158,212,4.344455691779962
158,163,2.9878965114084703
158,18,3.068182134142412
159,75,1.1814056092567355
160,212,2.2601857905979097
160,102,3.515652227213737
160,286,2.6004198678146393
160,18,1.9701085766838977
160,75,3.473052896617662
161,75,2.352922362282623
162,102,2.2045121725072487
162,212,1.2011869242283637
164,18,3.8964966783756374
165,212,3.9192907582713232
165,75,4.570990387880094
166,286,2.4028442899631264
167,286,3.60894433622331
168,102,1.0524500746263492
169,212,4.18919709147464
170,286,3.447060134413946
171,163,3.1883011310589167
172,286,3.375464472835448
173,75,3.8709450405700556
174,212,4.086424375754754
175,163,2.4396356461053044
175,75,2.3588032443963107
176,286,3.6379334938159182
177,163,2.058900156413304
178,102,2.2344997603217944
179,75,2.581776902572412
180,286,3.529481656349329
180,18,1.8393944180628954
181,102,4.430554813409125
182,18,3.5701529695584666
183,286,2.4828282657975373
183,18,2.347740466921249
183,163,4.752898102654729
183,102,4.156543312728156
184,102,2.08331127297218
185,212,4.091442750984617
186,102,2.1232782499703764
187,286,1.9274945143114013
188,212,2.428150581818432
188,286,1.8001385852674388
189,75,3.8653174739465346
190,286,2.738059426391198
191,163,1.081747897312885
192,163,4.374051337258669
193,163,3.7479940151838242
194,18,1.6161143242622824
195,286,2.7192102809820553
196,163,3.0540366061464725
197,286,3.9957540982226742
198,102,4.649644131599823
199,212,2.7770800666560747
200,102,4.304135941244657
201,102,3.250038011240264
202,212,2.3699001358867413
203,163,4.111126658000935
203,18,3.386675492635062
204,102,1.1901233274815268
205,75,4.090852870230691
206,163,4.074574600404349
207,163,4.844788239569557
208,163,3.550666824248837
208,18,3.880326723765789
209,286,2.900689980675293
210,102,3.508484819697947
211,163,4.072403070689494
213,163,1.3911137113266854
214,75,4.207904946746558
215,163,2.8505266121074397
216,18,3.1999977695405137
216,102,3.590699721335291
217,75,4.598760829883479
218,286,1.3397808395072315
219,286,1.2041216260299648
220,18,4.8131079084316974
221,18,1.449956731203561
222,18,2.41694313299937
222,75,4.1779526599687795
223,18,2.0301682658193236
224,163,1.0976186338579876
225,212,1.3780874738613198
226,212,2.5600437890809125
227,212,1.98556998457795
228,212,1.2576536213102179
229,102,3.2228462566365783
230,163,3.977969114253674
231,18,3.9717345432840805
231,212,2.4713931372817517
232,286,4.522864706185355
233,75,3.2361106264763757
234,163,2.0167034822453163
235,18,1.7665128752423893
236,212,2.320839185064359
236,75,2.0577607942086162
237,75,3.618186837468679
238,163,1.1706466477603896
239,75,4.202357276290022
240,212,2.424132733490449
241,75,4.176383975352314
242,75,1.9104412069459478
243,163,1.7995834169514042
244,163,3.107701458891201
245,212,2.947104001209005
246,212,2.3874633514466215
247,286,4.72248153362692
247,75,2.248260585163581
247,163,2.2239860240651748
247,212,2.5490622536925804
247,18,3.962201803406378
248,286,1.4144212138717365
248,212,1.2481023677821659
249,75,4.885424925953653
250,18,2.078646300846117
251,102,2.531901110431054
252,163,3.2646728452020035
253,18,2.5812175664207686
254,102,2.321513694404115
255,212,3.8575970834055378
256,163,3.2591146851058133
257,102,3.532195734867699
258,163,4.818328668254444
259,286,3.056805224713689
260,212,2.0707235989400834
261,163,3.2310691071589535
262,286,3.6015391724315062
263,75,2.038076463554705
264,163,4.626627607012934
265,286,3.2733763883893303
266,286,3.3456568931401813
267,102,4.88416900590583
268,102,3.930235104959059
269,18,1.9357435757752244
270,18,4.181068600603797
270,75,1.3896675121066284
271,163,4.273426452340669
272,163,1.1288405453571408
272,212,2.884467665548142
273,212,4.504745619376799
274,163,4.086809274358145
275,163,1.350951098176043
276,163,4.416878740467848
276,18,4.916726716201544
277,212,1.2437471944928136
278,75,4.382791216931877
279,212,2.9948080993680435
280,286,4.802421537821196
281,212,2.334105660188099
282,212,3.013085981623089
283,18,4.165167532542672
284,286,4.9021282865407665
285,75,3.460638059195798
287,286,1.9663078954529927
288,75,4.741947170180566
289,163,3.6881659342738686
290,212,3.6007113414210794
291,163,3.9232016270163355
292,286,3.692010532849868
293,286,3.1977507528730094
294,212,4.356945134940634
295,102,4.55376755132154
296,75,2.5969568916328254
297,163,3.7512839030808154
298,102,1.5010100153413686
299,286,1.288794277913318
300,286,4.029057832141969
