regulated.gene,regulator.gene,regulator.effect
236,253,2.3193796352623934
237,310,4.641703538887665
238,253,2.2642830119371977
239,178,1.6972889565357412
240,382,1.515608412598075
241,253,2.655315032546219
242,178,4.533387940102285
243,253,2.7081492883302096
244,103,2.9573191185871606
245,310,1.969344641326534
246,382,3.9513109200308856
247,382,3.529495667373981
248,29,2.072437865518764
249,178,4.981025540029453
250,29,2.0959049082850187
251,253,3.418500598935153
252,29,2.025725710357006
254,382,1.7436735345255956
255,382,1.443430962340119
256,382,4.299424074024307
257,29,2.9866884340846163
257,310,4.6443549921802365
257,382,2.8750178795502177
258,253,3.6822085435192893
259,310,3.1630467223659062
260,382,3.2237576346794565
260,310,1.6499613482234528
260,178,1.6749963186460026
260,29,2.168242625373937
261,310,3.298421657043102
262,253,4.71057122617669
263,253,4.600049629625105
264,253,4.205902792881623
264,103,3.511361383077978
264,382,4.218033419022043
264,310,2.1854176979547426
264,29,1.368416617827572
265,178,2.1205017382936626
266,178,2.3534282665861395
267,310,1.3265694376090194
268,382,1.6834800497058842
269,310,3.301066495906513
270,310,3.5330821186862114
271,382,1.2328340569155503
272,382,3.980190330470596
273,382,3.7777326454444466
274,103,3.619532599527921
275,29,2.518173144439675
276,253,3.5428452231250747
277,29,4.344758089000522
278,29,4.534708531168087
279,178,3.886525703301227
280,253,4.183711810477939
281,103,4.001989884389001
282,103,4.243086895134237
283,103,2.0969881120046265
284,29,1.7027897763301434
285,382,2.3514680072098404
286,382,4.499116821918357
286,253,4.69779700896457
287,310,3.773696204848777
287,29,4.784238265505387
287,253,3.4468741673975014
288,29,1.9635021822719456
289,310,3.832807931521761
289,178,3.7797178134243765
289,103,3.02909817052332
290,178,2.7954108552396404
291,310,2.7415540262013276
291,178,3.6279392814699802
291,382,2.659478552178993
291,29,2.8872880637144016
291,253,4.57955388049804
292,253,1.4355334808953615
293,103,4.112771014401455
294,310,1.1365527044430428
295,178,1.5740615996148224
296,382,1.4687169340611212
297,382,1.2238516658474385
298,382,1.8487793338751937
299,382,2.3683848744357707
300,310,1.6169736949662266
301,103,2.7874781046502797
302,310,4.084441570989069
303,382,4.541737996600484
304,253,1.8014264409064191
305,253,1.277021054683667
306,29,4.000018227935963
307,103,3.725198707701322
308,178,3.476620881416041
309,310,2.3344837153382114
311,178,4.1055981117640075
312,310,3.452872277418119
313,103,4.887627138995847
314,310,2.992338768685979
315,103,2.1726364841503423
316,310,2.626160333127893
317,103,4.870882543396851
318,178,2.0231872346259108
319,29,4.029256065384426
320,178,1.6969086907011528
320,103,2.4754388684655213
321,382,3.8232758789986336
322,103,4.586713593695845
323,103,3.703817519474671
323,253,1.213862158972344
324,178,4.259669098553873
324,382,3.1383576472277426
324,29,2.7312517691123577
325,178,4.0342618113864885
326,310,3.6572485127523304
327,382,1.8475386892809438
328,382,1.327881394354712
329,310,3.8592987411018758
330,103,2.4773519845757157
331,29,1.903058444549884
332,178,4.14046240816486
333,310,1.9404721793879072
333,178,1.8733180820893973
334,29,3.563741618294829
335,382,4.79198308021967
336,253,4.969278586273164
337,103,4.212581622394555
337,29,2.8474582873659733
338,178,4.637319891913194
339,382,3.7041653274781687
340,310,4.79402972953015
340,253,4.5783060494235714
341,253,3.0861108238548374
342,103,1.6302982319660901
342,253,1.1971032516815592
342,310,4.6427724412995435
343,178,1.7419101283318064
344,178,2.4145023511208996
345,178,2.3885972275298815
346,103,4.6800140396167516
347,310,3.9830715161440864
348,103,1.645134679432093
349,310,4.852763116224148
350,253,3.0705147080561366
351,382,1.4144851381665635
352,253,3.242132299644405
353,29,4.110035491568954
354,103,3.2734826754408486
355,178,4.9875604114617555
355,310,1.722438783470102
356,382,4.530827952524377
357,178,4.789521708644262
358,382,4.309889109706538
359,29,4.035171586586695
360,382,3.195161179869551
361,29,4.442860019003717
362,310,4.381266993773577
363,29,3.188936135752214
363,253,3.1987776772255074
363,103,3.0578956847743024
363,178,2.1135880899168726
364,253,4.225828835544508
365,310,3.4413220597536
365,29,4.786463893963544
365,253,4.063194395918323
365,103,4.6258042198490585
365,382,2.5310238203116917
365,178,1.9662772619677895
366,103,2.7164088922478373
366,178,3.02636329885297
366,310,4.9326651514298225
367,382,2.4753305896368065
368,310,2.679523039772769
369,103,4.986511079645465
370,382,3.6231014496796643
370,178,3.5053875127033036
371,29,4.523022316957722
371,103,1.117003308896457
371,382,4.554309835429858
372,310,3.9439748533449084
373,310,1.53394584836499
374,103,3.0487762829428755
374,178,4.985366706030206
374,382,4.645107008196687
374,29,4.7805475299628
374,253,2.0851198341602815
374,310,3.869508868833047
375,103,4.607328442043035
376,310,1.0739442305731541
377,382,4.725022581910903
377,253,2.5446378708160706
377,29,2.6791902636716687
378,103,1.0864730801472648
379,29,3.9729760451121816
380,382,1.3317638069898738
381,310,3.6290534132622208
383,253,2.7600383072466763
384,103,2.4165170635187097
385,103,2.2550131638592426
386,103,3.612483862043238
387,310,4.728993541354506
388,253,2.102043625485086
389,382,3.5943109903579975
390,382,4.82500047779193
391,310,4.158705587316687
392,253,3.459360744863093
393,103,3.0149903083596525
394,103,4.720659925005211
395,29,1.6223920574685926
396,103,2.674818294964523
397,253,3.4396017341624416
398,310,4.758193222911952
399,29,2.459238533512204
400,178,1.1329598102510061
